Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,State and Province,County,Duration,Native Status,Invasive,Berry/Nut/Seed Product,Palatable Human,Protein Potential
SOGA,,Solidago gattingeri,Gattinger's goldenrod,"USA(AR, MO, TN)",,Perennial,L48(N),,,,
SOGI,,Solidago gigantea,giant goldenrod,"CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AL, AR, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Baxter, Benton, Carroll, Conway, Craighead, Crawford, Franklin, Fulton, Greene, Howard, Independence, Jefferson, Johnson, Lawrence, Lincoln, Madison, Marion, Mississippi, Nevada, Phillips, Polk, Pope, Scott, Sebastian, Sevier, Sharp, St. Francis, Stone, Washington)",Perennial,L48(N)CAN(N),,No,No,
SOHI,,Solidago hispida,hairy goldenrod,"CAN(MB, NB, NF, NS, ON, PE, QC, SK), USA(AL, AR, CT, DC, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","AR(Ashley, Baxter, Benton, Boone, Bradley, Clark, Cleveland, Crawford, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Hot Spring, Independence, Jefferson, Lincoln, Logan, Madison, Marion, Montgomery, Newton, Polk, Pope, Pulaski, Searcy, Stone, Van Buren, Washington)",Perennial,L48(N)CAN(N),,,,
SOHIH,,Solidago hispida var. hispida,hairy goldenrod,"CAN(MB, NB, NF, NS, ON, PE, QC, SK), USA(AL, AR, CT, DC, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV)","AR(Ashley, Baxter, Benton, Boone, Bradley, Clark, Cleveland, Crawford, Dallas, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Hot Spring, Independence, Jefferson, Lincoln, Logan, Madison, Marion, Montgomery, Newton, Polk, Pope, Pulaski, Searcy, Stone, Van Buren, Washington)",Perennial,L48(N)CAN(N),,,,
SOJU,,Solidago juncea,early goldenrod,"CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV)","AR(Carroll, Stone)",Perennial,L48(N)CAN(N),,,,
SOLU,,Solidago ludoviciana,Louisiana goldenrod,"USA(AR, LA, TX)",,Perennial,L48(N),,,,
SOMI2,,Solidago missouriensis,Missouri goldenrod,"CAN(AB, BC, MB, ON, SK), USA(AR, AZ, CO, IA, ID, IL, IN, KS, KY, MD, MI, MN, MO, MS, MT, ND, NE, NJ, NM, NV, OK, OR, SD, TN, TX, UT, WA, WI, WY)","AR(Baxter, Benton, Boone, Crittenden, Fulton, Lonoke, Poinsett, Prairie, Sebastian, Sevier, Sharp, Washington)",Perennial,L48(N)CAN(N),NE&GP,No,No,Low
SOMIF,,Solidago missouriensis var. fasciculata,Missouri goldenrod,"CAN(AB, MB, ON, SK), USA(AR, AZ, IA, ID, IL, IN, KS, KY, MD, MI, MN, MO, MS, ND, NE, NM, OK, SD, TN, TX, WA, WI, WY)","AR(Baxter, Benton, Boone, Crittenden, Fulton, Lonoke, Poinsett, Prairie, Sebastian, Sevier, Sharp, Washington)",Perennial,L48(N)CAN(N),,,,
SONE,,Solidago nemoralis,gray goldenrod,"CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Carroll, Clark, Clay, Cleburne, Cleveland, Conway, Craighead, Crawford, Cross, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Greene, Hempstead, Hot Spring, Independence, Jefferson, Johnson, Lawrence, Lincoln, Little River, Logan, Lonoke, Madison, Marion, Mississippi, Monroe, Montgomery, Newton, Perry, Phillips, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Scott, Searcy, Sebastian, Sharp, St. Francis, Stone, Van Buren, Washington, White, Yell)",Perennial,L48(N)CAN(N),,No,No,Medium
SONEL,,Solidago nemoralis var. longipetiolata,gray goldenrod,"CAN(AB, BC, MB, ON, SK), USA(AR, CO, IA, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, OK, SD, TX, WI, WY)",,Perennial,L48(N)CAN(N),,,,
SONEN,,Solidago nemoralis var. nemoralis,gray goldenrod,"CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
SOOD,,Solidago odora,anisescented goldenrod,"USA(AL, AR, CT, DC, DE, FL, GA, KY, LA, MA, MD, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)","AR(Ashley, Bradley, Calhoun, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Franklin, Garland, Grant, Hempstead, Hot Spring, Jefferson, Little River, Montgomery, Nevada, Newton, Ouachita, Pike, Poinsett, Polk, Prairie, Pulaski, Saline, Scott, Stone, Union, Van Buren, Washington, White)",Perennial,L48(N),,,,
SOODO,,Solidago odora var. odora,anisescented goldenrod,"USA(AL, AR, CT, DC, DE, FL, GA, KY, LA, MA, MD, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV)","AR(Ashley, Bradley, Calhoun, Clark, Cleburne, Cleveland, Columbia, Conway, Craighead, Dallas, Drew, Franklin, Garland, Grant, Hempstead, Hot Spring, Jefferson, Little River, Montgomery, Nevada, Newton, Ouachita, Pike, Poinsett, Polk, Prairie, Pulaski, Saline, Scott, Stone, Union, Van Buren, Washington, White)",Perennial,L48(N),,,,
SOOU,,Solidago ouachitensis,Ouachita Mountain goldenrod,"USA(AR, OK)","AR(Polk, Yell)",Perennial,L48(N),,,,
SOPA2,,Solidago patula,roundleaf goldenrod,"CAN(ON), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Baxter, Benton, Bradley, Carroll, Clay, Cleburne, Columbia, Crawford, Faulkner, Franklin, Garland, Hempstead, Jefferson, Logan, Marion, Nevada, Newton, Ouachita, Pulaski, St. Francis, Stone, Union, Washington, Yell)",Perennial,L48(N)CAN(N),,No,No,
SOPAS,,Solidago patula var. strictula,roundleaf goldenrod,"USA(AL, AR, FL, GA, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA)","AR(Arkansas, Baxter, Benton, Bradley, Carroll, Clay, Cleburne, Columbia, Crawford, Faulkner, Franklin, Garland, Hempstead, Jefferson, Logan, Marion, Nevada, Newton, Ouachita, Pulaski, St. Francis, Stone, Union, Washington, Yell)",Perennial,L48(N),,,,
SOPE,,Solidago petiolaris,downy ragged goldenrod,"USA(AL, AR, CO, FL, GA, IL, KS, LA, MO, NC, NE, NM, OK, SC, TX)","AR(Ashley, Baxter, Benton, Boone, Carroll, Clark, Cleburne, Columbia, Conway, Crawford, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Hot Spring, Jefferson, Johnson, Lawrence, Little River, Madison, Marion, Monroe, Montgomery, Newton, Pike, Polk, Pope, Pulaski, Saline, Searcy, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N),,,,
SOPEA,,Solidago petiolaris var. angusta,downy ragged goldenrod,"USA(AR, CO, IL, KS, LA, MO, NE, NM, OK, TX)","AR(Ashley, Baxter, Benton, Boone, Carroll, Clark, Cleburne, Columbia, Conway, Crawford, Drew, Faulkner, Franklin, Fulton, Garland, Grant, Hot Spring, Jefferson, Johnson, Lawrence, Little River, Madison, Marion, Monroe, Montgomery, Newton, Pike, Polk, Pope, Pulaski, Saline, Searcy, St. Francis, Stone, Union, Van Buren, Washington, Yell)",Perennial,L48(N),,,,
SORA,,Solidago radula,western rough goldenrod,"CAN(NS), USA(AL, AR, GA, IL, KS, KY, LA, MO, NC, OK, SC, TX, VA)","AR(Baxter, Benton, Carroll, Cleburne, Conway, Craighead, Dallas, Drew, Faulkner, Garland, Hot Spring, Independence, Jefferson, Johnson, Logan, Marion, Newton, Pike, Poinsett, Polk, Pope, Pulaski, Scott, Searcy, Sebastian, St. Francis, Yell)",Perennial,L48(N)CAN(N),,,,
SORAL,,Solidago radula var. laeta,western rough goldenrod,"USA(AR, KS, MO, TX)",,Perennial,L48(N),,,,
SORAR,,Solidago radula var. radula,western rough goldenrod,"CAN(NS), USA(AL, AR, GA, IL, KY, LA, MO, NC, OK, SC, TX, VA)",,Perennial,L48(N)CAN(N),,,,
SORU2,,Solidago rugosa,wrinkleleaf goldenrod,"CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Ashley, Bradley, Calhoun, Cleburne, Cleveland, Conway, Crawford, Dallas, Drew, Faulkner, Franklin, Garland, Hempstead, Howard, Jefferson, Lafayette, Lincoln, Little River, Logan, Marion, Montgomery, Polk, Pope, Pulaski, Saline, Scott, St. Francis, Union, Washington, Yell)",Perennial,L48(N)CAN(N)SPM(N),,No,No,Low
SORUA,,Solidago rugosa ssp. aspera,wrinkleleaf goldenrod,"CAN(ON), USA(AL, AR, CT, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",,Perennial,L48(N)CAN(N),,,,
SORUR,,Solidago rugosa ssp. rugosa,wrinkleleaf goldenrod,"CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N)SPM(N),,,,
SORUR2,,Solidago rugosa ssp. rugosa var. rugosa,wrinkleleaf goldenrod,"CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, GA, IL, IN, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N)SPM(N),,,,
SOSP2,,Solidago speciosa,showy goldenrod,"CAN(MB, ON), USA(AL, AR, CO, CT, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY)","AR(Arkansas, Benton, Carroll, Franklin, Fulton, Greene, Poinsett, Polk, Prairie, Searcy, Sebastian)",Perennial,L48(N)CAN(N),,,,
SOSPR,,Solidago speciosa var. rigidiuscula,showy goldenrod,"CAN(ON), USA(AR, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, ND, NE, OH, OK, SD, TN, TX, WI, WY)","AR(Arkansas, Polk, Prairie, Sebastian)",Perennial,L48(N)CAN(N),,,,
SOSPS4,,Solidago speciosa var. speciosa,showy goldenrod,"USA(AL, AR, CT, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)","AR(Benton, Carroll, Franklin, Fulton, Greene, Poinsett, Searcy)",Perennial,L48(N),,,,
SOTO2,,Solidago tortifolia,twistleaf goldenrod,"USA(AL, AR, FL, GA, LA, MS, NC, SC, TX, VA)","AR(Arkansas, Ashley, Jefferson, Monroe)",Perennial,L48(N),,,,
SOUL2,,Solidago ulmifolia,elmleaf goldenrod,"CAN(NS, ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Bradley, Carroll, Clay, Conway, Cross, Drew, Faulkner, Franklin, Garland, Greene, Hot Spring, Lee, Logan, Lonoke, Madison, Marion, Montgomery, Polk, Pope, Pulaski, Sharp, Stone, Washington, Woodruff, Yell)",Perennial,L48(N)CAN(N),,,,
SOULM,,Solidago ulmifolia var. microphylla,elmleaf goldenrod,"USA(AL, AR, FL, KS, LA, MS, OK, TX)","AR(Garland, Logan, Polk)",Perennial,L48(N),,,,
SOULP2,,Solidago ulmifolia var. palmeri,Palmer's goldenrod,"USA(AL, AR, KY, MO, MS)","AR(Baxter, Garland, Hot Spring, Logan, Madison, Marion, Pope, Yell)",Perennial,L48(N),,,,
SOULU2,,Solidago ulmifolia var. ulmifolia,elmleaf goldenrod,"CAN(NS, ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Bradley, Carroll, Clay, Conway, Cross, Drew, Faulkner, Franklin, Greene, Lee, Lonoke, Marion, Montgomery, Pulaski, Sharp, Stone, Washington, Woodruff)",Perennial,L48(N)CAN(N),,,,
SOMU2,,Soliva mutisii,Mutis' burrweed,"USA(AR, FL, LA, TX)",,Annual,L48(I),,,,
SOSE2,,Soliva sessilis,field burrweed,"CAN(BC), USA(AL, AR, AZ, CA, FL, GA, HI, LA, MS, NC, OK, OR, SC, TN, TX, VA, WA)","AR(Arkansas, Ashley, Bradley, Clark, Columbia, Drew, Franklin, Hempstead, Jefferson, Miller, Nevada, Pope, Pulaski, Union)",Annual,L48(I)HI(I)CAN(I),STATE,,,
SOAS,,Sonchus asper,spiny sowthistle,"CAN(AB, BC, LB, MB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR)","AR(Arkansas, Ashley, Baxter, Benton, Boone, Bradley, Carroll, Chicot, Cleburne, Columbia, Conway, Craighead, Crittenden, Dallas, Desha, Drew, Faulkner, Franklin, Grant, Howard, Independence, Izard, Jefferson, Lawrence, Lee, Lincoln, Little River, Logan, Madison, Marion, Miller, Mississippi, Newton, Poinsett, Pope, Pulaski, Sebastian, Sevier, St. Francis, Union, Washington, Woodruff)",Annual,L48(I)AK(I)HI(I)PR(I)CAN(I)SPM(I),"KY, NE&GP, SWSS, WSWS",,,
SOOL,,Sonchus oleraceus,common sowthistle,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), DEN(GL), FRA(SB), USA+(PR, VI)",AR(Garland),Annual,L48(I)AK(I)HI(I)PR(I)VI(I)CAN(I)GL(I)SPM(I),"N'EAST, SWSS, WSWS",,,
SPAM,,Sparganium americanum,American bur-reed,"CAN(MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Fulton, Hot Spring, Howard, Independence, Nevada, Newton, Pope, Pulaski, Washington, Yell)",Perennial,L48(N)CAN(N)SPM(N),,No,No,
SPAN,,Sparganium androcladum,branched bur-reed,"CAN(ON, QC), USA(AR, CT, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NH, NJ, NY, OH, OK, PA, RI, TN, TX, VA, VT, WI, WV)","AR(Carroll, Crawford, Franklin, Fulton, Newton)",Perennial,L48(N)CAN(N),,,,
SPAR,,Spergula arvensis,corn spurry,"CAN(AB, BC, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, CA, CO, CT, DC, DE, FL, GA, HI, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NY, OH, OR, PA, RI, SC, SD, TX, VA, VT, WA, WI, WV, WY)","AR(Miller, Pope)",Annual,L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I),WSWS,,,
SPGL2,,Spermacoce glabra,smooth false buttonweed,"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, OH, OK, SC, TN, TX, VA, WV)","AR(Arkansas, Ashley, Bradley, Chicot, Clay, Conway, Crittenden, Drew, Faulkner, Franklin, Hempstead, Independence, Jackson, Jefferson, Lawrence, Lee, Lincoln, Little River, Marion, Mississippi, Monroe, Perry, Phillips, Poinsett, Pope, Prairie, Pulaski, Randolph, Sharp, St. Francis)",Perennial,L48(N),,,,
SPDI2,,Spermolepis divaricata,roughfruit scaleseed,"USA(AL, AR, FL, GA, KS, LA, MO, MS, NC, NJ, NM, OK, SC, TN, TX, VA)","AR(Conway, Franklin, Garland, Independence, Izard, Jefferson, Logan, Pike, Polk, Pope, Pulaski, Saline, Sebastian, St. Francis, Stone)",Annual,L48(N),,,,
SPEC2,,Spermolepis echinata,bristly scaleseed,"USA(AL, AR, AZ, CA, FL, GA, IL, KS, KY, LA, MO, MS, NC, NM, NY, OK, SC, TN, TX, VA)","AR(Baxter, Clark, Crawford, Drew, Franklin, Grant, Independence, Jefferson, Johnson, Madison, Pope, Prairie, Stone, Washington)",Annual,L48(N),,,,
SPIN,,Spermolepis inermis,Red River scaleseed,"USA(AL, AR, FL, GA, IA, IL, IN, KS, LA, MD, MN, MO, MS, NC, NE, NM, OK, TN, TX)","AR(Conway, Franklin, Independence, Jackson, Johnson, Marion, Pulaski, Stone, Yell)",Annual,L48(N),,,,
SPZE,,Sphenoclea zeylanica,chickenspike,"USA+(PR), USA(AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TX)","AR(Arkansas, Ashley, Bradley, Chicot, Clark, Craighead, Cross, Drew, Garland, Greene, Hot Spring, Independence, Lincoln, Lonoke, Monroe, Poinsett, Prairie, Pulaski, St. Francis, Union, White, Yell)",Annual,L48(I)PR(I),SWSS,,,
SPMA3,,Spigelia marilandica,woodland pinkroot,"USA(AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)","AR(Arkansas, Ashley, Chicot, Clark, Cleburne, Cleveland, Conway, Cross, Drew, Faulkner, Fulton, Garland, Hempstead, Hot Spring, Howard, Izard, Jefferson, Lawrence, Lee, Lincoln, Logan, Marion, Miller, Mississippi, Monroe, Montgomery, Nevada, Phillips, Pike, Polk, Pope, Pulaski, Randolph, Saline, Searcy, Sebastian, Sevier, Sharp, Stone, Union, Van Buren, Washington, White, Yell)",Perennial,L48(N),,,,
SPCE,,Spiranthes cernua,nodding lady's tresses,"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Ashley, Benton, Boone, Carroll, Clark, Cleburne, Cleveland, Columbia, Conway, Crawford, Drew, Faulkner, Garland, Grant, Hempstead, Hot Spring, Howard, Jackson, Johnson, Lincoln, Little River, Logan, Newton, Perry, Pike, Poinsett, Polk, Pope, Prairie, Pulaski, Randolph, Saline, Sevier, St. Francis, Union, Washington, White, Yell)",Perennial,L48(N)CAN(N),,No,No,Low
SPLA4,,Spiranthes lacera,northern slender lady's tresses,"CAN(AB, MB, NB, NS, ON, PE, QC, SK), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Bradley, Cleburne, Faulkner, Franklin, Hempstead, Howard, Izard, Johnson, Lonoke, Marion, Newton, Pope, Pulaski, Sebastian, Stone, Washington)",Perennial,L48(N)CAN(N),,,,
SPLAG,,Spiranthes lacera var. gracilis,northern slender lady's tresses,"CAN(NS, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)","AR(Baxter, Benton, Boone, Bradley, Cleburne, Faulkner, Franklin, Hempstead, Howard, Izard, Johnson, Lonoke, Marion, Newton, Pope, Pulaski, Sebastian, Stone, Washington)",Perennial,L48(N)CAN(N),,,,
SPLA3,,Spiranthes laciniata,lacelip lady's tresses,"USA(AL, AR, FL, GA, LA, MD, MS, NC, NJ, SC, TX, VA)",AR(Sebastian),Perennial,L48(N),,,,
SPLU2,,Spiranthes lucida,shining lady's tresses,"CAN(NB, NS, ON, QC), USA(AL, AR, CT, DC, DE, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, NC, NE, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WV)","AR(Baxter, Izard, Marion, Stone)",Perennial,L48(N)CAN(N),,,,
SPMA5,,Spiranthes magnicamporum,Great Plains lady's tresses,"CAN(MB, ON), USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, ND, NE, NM, OH, OK, PA, SD, TX, VA, WI)",,Perennial,L48(N)CAN(N),,,,
SPOD,,Spiranthes odorata,marsh lady's tresses,"USA(AL, AR, FL, GA, KY, LA, MD, MS, NC, NJ, NY, OK, SC, TN, TX, VA)",AR(Cleveland),Perennial,L48(N),,,,
SPOV,,Spiranthes ovalis,October lady's tresses,"CAN(ON), USA(AL, AR, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WI, WV)","AR(Ashley, Clark, Franklin, Hempstead, St. Francis)",Perennial,L48(N)CAN(N),,,,
SPOVE,,Spiranthes ovalis var. erostellata,October lady's tresses,"CAN(ON), USA(AL, AR, DC, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WI, WV)",AR(Clark),Perennial,L48(N)CAN(N),,,,
SPOVO,,Spiranthes ovalis var. ovalis,October lady's tresses,"USA(AR, FL, LA, MS, TN, TX)","AR(Ashley, Franklin, Hempstead, St. Francis)",Perennial,L48(N),,,,
SPPR2,,Spiranthes praecox,greenvein lady's tresses,"USA(AL, AR, DE, FL, GA, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TX, VA)","AR(Bradley, Calhoun, Hot Spring)",Perennial,L48(N),,,,
SPTU,,Spiranthes tuberosa,little lady's tresses,"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)","AR(Ashley, Baxter, Benton, Carroll, Cleburne, Conway, Cross, Faulkner, Franklin, Garland, Hempstead, Hot Spring, Independence, Izard, Logan, Madison, Montgomery, Newton, Polk, Pope, Prairie, Pulaski, Saline, St. Francis, Stone, Union, Yell)",Perennial,L48(N),,,,
SPVE,,Spiranthes vernalis,spring lady's tresses,"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, WI, WV)","AR(Ashley, Benton, Bradley, Cleburne, Cleveland, Conway, Craighead, Crawford, Drew, Faulkner, Franklin, Hempstead, Howard, Jefferson, Johnson, Lincoln, Madison, Nevada, Newton, Polk, Pope, Prairie, Pulaski, Sebastian, Stone, Union, Washington, White, Yell)",Perennial,L48(N),,,,
SPPO,,Spirodela polyrrhiza,common duckmeat,"CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)","AR(Arkansas, Ashley, Baxter, Bradley, Chicot, Cleveland, Desha, Faulkner, Hempstead, Jefferson, Lincoln, Logan, Pulaski)",Perennial,L48(N)HI(N)PR(N)VI(N)CAN(N),,No,No,
STCL,,Stachys clingmanii,Clingman's hedgenettle,"USA(AL, AR, DC, IL, IN, KY, MD, NC, SC, TN, VA, VT, WV)",,Annual,L48(N),,,,
STCO9,,Stachys cordata,heartleaf hedgenettle,"USA(AL, AR, GA, IL, IN, KY, MD, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",,Perennial,L48(N),,,,
STEP,,Stachys eplingii,Epling's hedgenettle,"USA(AL, AR, DC, GA, KY, NC, OK, SC, TN, VA, WV)","AR(Lee, Logan, Montgomery, Newton, Polk)",Perennial,L48(N),,,,
STFL4,,Stachys floridana,Florida hedgenettle,"USA(AL, AR, CA, FL, GA, LA, MS, NC, SC, TN, TX, VA)","AR(Ashley, Drew, Garland, Pulaski)",Perennial,L48(N),"SEEPPC, STATE",,,
STPI6,,Stachys pilosa,hairy hedgenettle,"CAN(AB, BC, MB, NB, NT, ON, PE, QC, SK, YT), USA(AK, AR, AZ, CA, CO, CT, IA, ID, IL, IN, KS, KY, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, UT, VA, VT, WA, WI, WV, WY)",,Perennial,L48(N)AK(N)CAN(N),,,,
STPIA,,Stachys pilosa var. arenicola,hairy hedgenettle,"CAN(MB, ON, QC), USA(AR, CT, IA, IL, IN, KS, KY, MA, ME, MI, MN, MO, NE, NH, NJ, NY, OH, PA, SC, SD, VA, VT, WI, WV)",,Perennial,L48(N)CAN(N),,,,
STTE,,Stachys tenuifolia,smooth hedgenettle,"CAN(MB, NB, ON, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)","AR(Arkansas, Ashley, Baxter, Benton, Bradley, Calhoun, Chicot, Clay, Craighead, Crittenden, Faulkner, Independence, Izard, Jefferson, Lawrence, Lincoln, Marion, Mississippi, Montgomery, Phillips, Pope, Pulaski, Randolph, Sevier, St. Francis, Stone, Washington, Yell)",Perennial,L48(N)CAN(N),,No,No,
